sirket_adi,sektor,tip,resmi_ad,gercek_sektor,telefon,web,lat,lon
İZMİR BÜYÜKŞEHİR BELEDİYESİ GRAND PLAZA GIDA OTELCİLİK VE TURİZM İŞLETMELERİ ANONİM ŞİRKETİ GENEL MÜDÜRLÜĞÜ,Turizm,Özel,Grand Plaza Gıda Turizm,"Belediyeler, Devlet Daireleri",+90 232 293 47 01,Yok,38.435922,27.145157
İZMİR ÇEŞME ALPER ÇİZGENAKAT DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,İzmir Çeşme Alper Çizgenakat Devlet Hastanesi,"Hastaneler, Acil yardım hizmeti",+90 232 712 07 77,https://cesmedh.saglik.gov.tr/,38.316922,26.325794
"İZMİR ÇEVRE, ŞEHİRCİLİK VE İKLİM DEĞİŞİKLİĞİ İL MÜDÜRLÜĞÜ",Kamu,Kamu,Çevre ve Şehircilik Bakanlığı İzmir İl Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 232 341 68 00,http://www.csb.gov.tr/,38.45758,27.167701
İZMİR DEMOKRASİ ÜNİVERSİTESİ REKTÖRLÜĞÜ,Eğitim,Kamu,İzmir Demokrasi Üniversitesi,Üniversiteler,+90 232 260 10 01,https://idu.edu.tr/?type=1,38.393547,27.073534
İZMİR DİKİLİ DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Dikili Devlet Hastanesi,Hastaneler,444 35 19,http://dikilidh.saglik.gov.tr/,39.064965,26.892457
İZMİR EĞİTİM DİŞ HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,,,,,0.0,
İZMİR FOÇA DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Foça Devlet Hastanesi,Hastaneler,+90 232 812 80 95,https://focadh.saglik.gov.tr/,38.657358,26.763641
İZMİR GAZİEMİR NEVVAR SALİH İŞGÖREN DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Gaziemir Nevvar Salih İşgören Devlet Hastanesi,Hastaneler,+90 232 290 93 01,http://gaziemirdh.saglik.gov.tr/,38.311338,27.132854
İZMİR GIDA KONTROL LABORATUVAR MÜDÜRLÜĞÜ,Kamu,Kamu,İzmir Gıda Kontrol Laboratuvar Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 232 435 14 81,https://gidalab.tarimorman.gov.tr/izmir,38.449819,27.196682
İZMİR İL AFET VE ACİL DURUM MÜDÜRLÜĞÜ,Kamu,Kamu,İzmir İl Afet ve Acil Durum Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 232 478 17 01,http://izmir.afad.gov.tr/,38.45398,27.254049
İZMİR İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ,Eğitim,Kamu,İzmir İl Milli Eğitim Müdürlüğü,Eğitim denetim kurumları,+90 232 280 35 00,https://izmir.meb.gov.tr/,38.415229,27.131421
İZMİR İL MÜFTÜLÜĞÜ,Kamu,Kamu,İzmir İl Müftülüğü,Devlet kurumları ve bakanlıklar,+90 232 445 30 17,https://izmir.diyanet.gov.tr/,38.423504,27.133207
İZMİR İL SAĞLIK MÜDÜRLÜĞÜ,Sağlık,Kamu,İzmir İl Sağlık Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 232 489 80 05,https://izmirism.saglik.gov.tr/,38.41513,27.129331
İZMİR İL TARIM VE ORMAN MÜDÜRLÜĞÜ,Kamu,Kamu,İzmir İl Tarım ve Orman Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 232 435 10 02,http://izmir.tarimorman.gov.tr/,38.449755,27.196746
İZMİR KALKINMA AJANSI,Kalkınma Ajansı,Kamu,İzmir Kalkınma Ajansı,Devlet kurumları ve bakanlıklar,+90 232 489 81 81,http://izka.org.tr/,38.429627,27.162191
İZMİR KARŞIYAKA AĞIZ VE DİŞ SAĞLIĞI MERKEZİ BAŞHEKİMLİĞİ,Sağlık,Kamu,İzmir Karşıyaka Ağız Ve Diş Sağlığı Merkezi,Diş sağlığı poliklinikleri,444 35 43,https://karsiyakaadsm.saglik.gov.tr/,38.470563,27.099013
İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ ATATÜRK EĞİTİM VE ARAŞTIRMA HASTANESİ BAŞHEKİMLİĞİ,Eğitim,Kamu,,,,,0.0,
İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ REKTÖRLÜĞÜ,Eğitim,Kamu,Katip Çelebi Üniversitesi Rektörlüğü,Üniversiteler,Yok,Yok,38.407982,27.108201
İZMİR KEMALPAŞA DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Kemalpaşa Devlet Hastanesi,Hastaneler,444 35 20,http://kemalpasadh.saglik.gov.tr/,38.436076,27.409932
İZMİR KİRAZ DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,,,,,0.0,
İZMİR KORDON TIP SAĞLIK ARAÇ GEREÇLERİ MÜHENDİSLİK PROJE İTHALAT SANAYİ VE TİCARET LTD. ŞTİ.,Hizmet Sektörü,Özel,,,,,0.0,
İZMİR MENEMEN AĞIZ VE DİŞ SAĞLIĞI MERKEZİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Menemen Ağız Ve Diş Sağlığı Merkezi,Diş sağlığı poliklinikleri,+90 232 832 12 13,Yok,38.609699,27.071467
İZMİR MENEMEN DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Menemen Devlet Hastanesi,Hastaneler,+90 232 832 58 59,https://menemendh.saglik.gov.tr/,38.607499,27.087715
İZMİR MENEMEN EGE TARIMSAL ARAŞTIRMA ENSTİTÜSÜ MÜDÜRLÜĞÜ,Araştırma ve Geliştirme,Kamu,Tarımsal Araştırma Enstitüsü Müdürlüğü,Devlet kurumları ve bakanlıklar,Yok,Yok,38.566523,27.052261
İZMİR MENEMEN ULUSLARARASI TARIMSAL ARAŞTIRMA VE EĞİTİM MERKEZİ MÜDÜRLÜĞÜ,Tarım,Kamu,Uluslararası Tarımsal Araştırma ve Eğitim Merkezi Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 232 831 10 51,Yok,38.625472,27.042489
İZMİR NARLIDERE AĞIZ VE DİŞ SAĞLIĞI MERKEZİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Narlıdere Ağız Ve Diş Sağlığı Merkezi,Diş sağlığı poliklinikleri,+90 232 239 13 13,https://narlidereadsm.saglik.gov.tr/,38.395961,26.995809
İZMİR ORMAN BÖLGE MÜDÜRLÜĞÜ,Kamu,Kamu,İzmir Orman Bölge Müdürlüğü,Orman işleri,+90 232 369 50 55,https://www.ogm.gov.tr/izmirobm,38.453653,27.11163
İZMİR ÖDEMİŞ DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,İzmir Ödemiş Devlet Hastanesi,Hastaneler,+90 232 544 51 13,Yok,38.230768,27.987218
İZMİR POLİS MORAL EĞİTİM MERKEZİ MÜDÜRLÜĞÜ,Hizmet,Kamu,İzmir Polis Moral Eğitim Merkezi Müdürlüğü Karataş,Polis merkezleri,Yok,Yok,38.41278,27.121209
İZMİR PTT BAŞMÜDÜRLÜĞÜ,Hizmet Sektörü,Kamu,Ptt,"Postahane, PTT, Kargo firmaları",444 17 88,https://ptt.gov.tr/,38.449305,27.179697
İZMİR SEFERİHİSAR NEJAT HEPKON DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,İzmir Seferihisar Necat Hepkon Devlet Hastanesi,"Hastaneler, Sağlık merkezleri",+90 232 743 20 10,http://seferihisardh.saglik.gov.tr/,38.197922,26.845735
İZMİR SELÇUK DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,,,,,0.0,
İZMİR SOSYAL GÜVENLİK İL MÜDÜRLÜĞÜ,Kamu,Kamu,Sosyal Güvenlik Kurumu İzmir İl Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 232 483 30 39,http://www.sgk.gov.tr/,38.421015,27.129697
İZMİR TİCARET BORSASI BAŞKANLIĞI,Finans,Kamu,İzmir Ticaret Borsası,Sanayi ve Ticaret Odaları,+90 232 425 13 70,http://itb.org.tr/,38.428021,27.133427
İZMİR TİRE DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,İzmir Tire Devlet Hastanesi,Hastaneler,+90 232 512 15 22,http://tiredh.saglik.gov.tr/,38.10076,27.721719
İZMİR TORBALI DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Torbalı Devlet Hastanesi,Hastaneler,+90 232 856 55 65,http://torbalidh.saglik.gov.tr/,38.175718,27.357954
İZMİR URLA DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,İzmir Urla Devlet Hastanesi,Hastaneler,+90 232 752 10 04,http://urladh.saglik.gov.tr/,38.330022,26.746332
İZMİR VALİLİĞİ,Kamu,Kamu,İzmir Valiliği Nizamiyesi,"Belediyeler, Devlet Daireleri",Yok,Yok,38.419025,27.129257
İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ REKTÖRLÜĞÜ,Eğitim,Kamu,İzmir Yüksek Teknoloji Enstitüsü Rektörlüğü,Üniversiteler,+90 232 750 60 00,http://iyte.edu.tr/,38.319841,26.640318
İZMİR ZİRAİ KARANTİNA MÜDÜRLÜĞÜ,Hizmet,Kamu,İzmir Zirai Karantina Müdürlüğü,Kamu hizmet şirketi,+90 232 463 09 94,https://zkm.tarimorman.gov.tr/izmir,38.44041,27.150268
İZMİR/BORNOVA VETERİNER KONTROL ENSTİTÜSÜ MÜDÜRLÜĞÜ,Kamu,Kamu,İzmir/Bornova Veteriner Kontrol ve Araştırma Enstitüsü Müdürlüğü,Yönetim ofisi,+90 232 388 10 62,https://vetkontrol.tarimorman.gov.tr/bornova,38.46115,27.226765
İZMİT BELEDİYE BAŞKANLIĞI,İdari,Kamu,İzmit Belediyesi,"Belediyeler, Devlet Daireleri",+90 262 318 00 00,Yok,40.764726,29.929891
İZMİT KAYMAKAMLIĞI,Kamu,Kamu,İzmit Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 262 322 22 60,http://www.izmit.gov.tr/,40.771681,29.965679
İZNİK BELEDİYE BAŞKANLIĞI,İdari,Kamu,İznik Belediye Başkanlığı,"Belediyeler, Devlet Daireleri",Yok,Yok,40.429528,29.72121
İZNİK İLÇE SAĞLIK MÜDÜRLÜĞÜ,Sağlık,Kamu,Bursa İznik İlçe Sağlık Müdürlüğü,"Devlet kurumları ve bakanlıklar, Belediyeler, Devlet Daireleri",+90 224 757 09 33,Yok,40.437244,29.719344
JET TEKNOLOJİ ÜRETİM VE TEDARİK LTD. ŞTİ.,Teknoloji,Özel,,,,,0.0,
JMS,Şirketin faaliyet alanı,Kamu veya Özel,Jms International Transport,Yönetim ofisi,+90 232 464 72 74,Yok,38.442087,27.14459
JOY TEKSTİL SANAYİ VE TİCARET LTD. ŞTİ.,Tekstil,Özel,Joy Tekstil Gıda Sanayi,Giyim mağazası,+90 212 231 95 22,Yok,41.071526,28.979067
JW MARRIOTT İSTANBUL BOSPHORUS,Turizm,Özel,JW Marriott Istanbul Bosphorus,Otel,+90 212 806 20 20,https://www.marriott.com/en-us/hotels/istjb-jw-marriott-istanbul-bosphorus/overview/,41.024011,28.979229
K3 İNŞAAT VE TURİZM SAN. TİC. LTD. ŞTİ.,İnşaat ve Turizm,Özel,,,,,0.0,
KABA MÜHENDİSLİK,Mühendislik,Özel,,,,,0.0,
KABADÜZ BELEDİYE BAŞKANLIĞI,İdari,Kamu,Kabadüz Belediyesi,"Belediyeler, Devlet Daireleri",+90 452 841 28 28,http://www.kabaduz.bel.tr/,40.861553,37.891278
KABADÜZ KAYMAKAMLIĞI,İdari,Kamu,Kabadüz Kaymakamlığı,"Devlet kurumları ve bakanlıklar, Belediyeler, Devlet Daireleri",+90 452 841 21 01,http://www.kabaduz.gov.tr/,40.861892,37.892431
KABATAŞ BELEDİYE BAŞKANLIĞI,İdari,Kamu,Kabataş Belediyesi,"Belediyeler, Devlet Daireleri",+90 452 694 40 01,Yok,40.751308,37.450462
KABATAŞ KAYMAKAMLIĞI,Kamu,Kamu,Kabataş Müftülüğü,"Belediyeler, Devlet Daireleri",+90 452 234 45 24,http://kabatas.gov.tr/,40.751181,37.450352
KABİ PARTNERS BİLİŞİM TEKNOLOJİLERİ A.Ş.,Bilişim Teknolojileri,Özel,,,,,0.0,
KABMAK MÜHENDİSLİK VE MAKİNA SANAYİ TİCARET LTD. ŞTİ.,Makina ve Sanayi,Özel,Kabmak Mühendislik,"Makina mühendisliği firmaları, Mühendislik firmaları",+90 216 593 25 40,http://www.kabmak.com/,40.885925,29.402464
KAÇKAR DAĞLARI MİLLİ PARK MÜDÜRLÜĞÜ,Koruma ve Yönetim,Kamu,Kaçkar Dağları Milli Parklar Müdürlüğü,Yönetim ofisi,Yok,Yok,40.952328,41.1012
KADIKÖY BELEDİYE BAŞKANLIĞI,İdari,Kamu,Kadıköy Belediyesi,"Belediyeler, Devlet Daireleri",+90 216 542 50 00,https://www.kadikoy.bel.tr/,40.993534,29.036944
KADIKÖY KAYMAKAMLIĞI,Kamu,Kamu,Kadıköy Kaymakamlığı,Devlet kurumları ve bakanlıklar,+90 216 330 60 99,Yok,40.986218,29.028406
KADIKÖY OTELCİLİK VE TURİZM İŞLETMELERİ A.Ş.,Turizm,Özel,,,,,0.0,
KADIN VE DEMOKRASİ DERNEĞİ (KADEM),Sivil Toplum,Kamu,Kadın ve Demokrasi Derneği,Sendikalar,+90 216 325 03 07,http://kadem.org.tr/,41.021738,29.061647
KADİRLİ ADLİ YARGI İLK DERECE MAHKEMESİ ADALET KOMİSYONU,Adalet,Kamu,,,,,0.0,
KADİRLİ AĞIZ VE DİŞ SAĞLIĞI MERKEZİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Osmaniye Kadirli Ağız Ve Diş Sağlığı Merkezi,Diş sağlığı poliklinikleri,+90 328 717 00 83,http://kadirliadsm.saglik.gov.tr/,37.368638,36.085767
KAFAOĞLU METAL PLASTİK,Metal ve Plastik,Özel,Kafaoğlu,Plastik ürün üreticileri,+90 222 236 10 20,http://www.kafaoglu.com/,39.750308,30.654356
KAFEİN YAZILIM HİZMETLERİ TİCARET ANONİM ŞİRKETİ,Bilişim,Özel,Kafein Yazılım,Yazılım firmaları,+90 212 924 20 30,Yok,41.019145,28.892893
"KAFKAS ARISI ÜRETİM, EĞİTİM VE GEN MERKEZİ MÜDÜRLÜĞÜ",Hizmet Sektörü,Kamu,Kafkas Arısı Üretim Eğitim ve Gen Merkezi Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 478 211 31 71,https://www.tarimorman.gov.tr/HAYGEM/KAGEM,41.122817,42.690696
KAFKAS ÜNİVERSİTESİ REKTÖRLÜĞÜ,Eğitim,Kamu,Kafkas Üniversitesi,Üniversiteler,+90 474 225 11 50,Yok,40.582871,43.068332
KAĞITHANE BELEDİYE BAŞKANLIĞI,İdari,Kamu,Kağıthane Belediyesi,"Belediyeler, Devlet Daireleri",444 23 00,Yok,41.071577,28.963757
KAĞITHANE KAYMAKAMLIĞI,İdari,Kamu,Kağıthane Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 212 294 07 54,http://www.kagithane.gov.tr/,41.079474,28.976394
KAĞIZMAN KAYMAKAMLIĞI,Kamu,Kamu,Kağızman Kaymakamlığı,Devlet kurumları ve bakanlıklar,+90 474 351 60 07,http://www.kagizman.gov.tr/,40.140613,43.119092
KAHRAMANKAZAN KAYMAKAMLIĞI,Kamu,Kamu,Kahramankazan Kaymakamlığı,"Devlet kurumları ve bakanlıklar, Belediyeler, Devlet Daireleri",+90 312 814 10 03,Yok,40.221553,32.684355
KAHRAMANMARAŞ AFŞİN DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Afşin Devlet Hastanesi,"Hastaneler, Acil yardım hizmeti",+90 344 511 53 05,Yok,38.236849,36.895631
KAHRAMANMARAŞ AĞIZ VE DİŞ SAĞLIĞI HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Kahramanmaraş Ağız Ve Diş Sağlığı Hastanesi,Diş sağlığı poliklinikleri,+90 344 236 68 25,http://kmarasadsh.saglik.gov.tr/,37.566462,36.951098
KAHRAMANMARAŞ AİLE VE SOSYAL HİZMETLER İL MÜDÜRLÜĞÜ,Sosyal Hizmet,Kamu,Kahramanmaraş Aile ve Sosyal Politakalar İl Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 344 215 95 13,Yok,37.589865,36.877037
KAHRAMANMARAŞ ANDIRIN DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,,,,,0.0,
KAHRAMANMARAŞ ÇAĞLAYANCERİT İLÇE DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Kahramanmaraş Çağlayancerit İlçe Devlet Hastanesi,Hastaneler,+90 344 351 25 10,http://caglayanceritdh.saglik.gov.tr/,37.743099,37.326358
"KAHRAMANMARAŞ ÇEVRE, ŞEHİRCİLİK VE İKLİM DEĞİŞİKLİĞİ İL MÜDÜRLÜĞÜ",Kamu,İl Müdürlüğü,Çevre Ve Şehircilik Bakanlığı Kahramanmaraş İl Müdürlüğü,"Belediyeler, Devlet Daireleri",Yok,Yok,37.574671,36.911376
KAHRAMANMARAŞ DOĞU AKDENİZ GEÇİT KUŞAĞI TARIMSAL ARAŞTIRMA ENSTİTÜSÜ MÜDÜRLÜĞÜ,Araştırma,Kamu,,,,,0.0,
KAHRAMANMARAŞ ELBİSTAN AĞIZ VE DİŞ SAĞLIĞI MERKEZİ BAŞHEKİMLİĞİ,Sağlık,Kamu,,,,,0.0,
KAHRAMANMARAŞ ELBİSTAN DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Yeni Elbistan Devlet Hastanesi,Hastaneler,+90 344 413 80 01,http://elbistandh.saglik.gov.tr/,38.203608,37.158628
KAHRAMANMARAŞ GÖKSUN DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Göksun Devlet Hastanesi,Hastaneler,+90 344 714 11 81,Yok,38.02958,36.550547
KAHRAMANMARAŞ İL AFET VE ACİL DURUM MÜDÜRLÜĞÜ,Kamu,Kamu,Kahramanmaraş İl Afet ve Acil Durum Müdürlüğü,"Belediyeler, Devlet Daireleri, Devlet kurumları ve bakanlıklar",+90 344 224 14 14,Yok,37.506084,36.992556
KAHRAMANMARAŞ İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ,Eğitim,Kamu,Kahramanmaraş İl Milli Eğitim Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 344 216 46 00,https://kmaras.meb.gov.tr/,37.589234,36.905463
KAHRAMANMARAŞ İL MÜFTÜLÜĞÜ,Kamu,Kamu,Kahramanmaraş İl Müftülüğü,Devlet kurumları ve bakanlıklar,+90 344 231 27 61,http://kahramanmaras.diyanet.gov.tr/Sayfalar/home.aspx,37.575046,36.933363
KAHRAMANMARAŞ İL SAĞLIK MÜDÜRLÜĞÜ,Sağlık,Kamu,Kahramanmaraş İl Sağlık Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 344 221 88 81,https://kahramanmarasism.saglik.gov.tr/,37.596259,36.92429
KAHRAMANMARAŞ İL TARIM VE ORMAN MÜDÜRLÜĞÜ,Tarım ve Orman,Kamu,Kahramanmaraş İl Tarım ve Orman Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 344 231 32 12,Yok,37.575105,36.934209
KAHRAMANMARAŞ İSTİKLAL ÜNİVERSİTESİ REKTÖRLÜĞÜ,Eğitim,Kamu,Kahramanmaraş İstiklal Üniversitesi Rektörlüğü,Üniversiteler,+90 344 400 10 00,http://www.istiklal.edu.tr/,37.573444,36.933739
KAHRAMANMARAŞ KAĞIT SANAYİ VE TİCARET ANONİM ŞİRKETİ,Kagıt Sanayii,Özel,Kahramanmaraş Kağıt Sanayi,Kağıt firmaları,+90 344 236 08 30,https://kmkpaper.com/,37.555302,36.956306
KAHRAMANMARAŞ NECİP FAZIL ŞEHİR HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Kahramanmaraş Necip Fazıl Şehir Hastanesi Yörük Selim Ek Hizmet Binası,Hastaneler,+90 344 223 53 30,"https://necipfazildh.saglik.gov.tr/TR,33773/yoruk-selim-ek-hizmet-binasi.html",37.5938,36.922781
KAHRAMANMARAŞ ORMAN BÖLGE MÜDÜRLÜĞÜ,Orman,Kamu,Kahramanmaraş Orman Bölge Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 344 234 44 01,Yok,37.583344,36.847063
KAHRAMANMARAŞ PAZARCIK DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Pazarcık Devlet Hastanesi,Hastaneler,+90 344 311 31 39,https://pazarcikdh.saglik.gov.tr/,37.491875,37.305105
KAHRAMANMARAŞ PTT BAŞMÜDÜRLÜĞÜ,Hizmet Sektörü,Kamu,,,,,0.0,
KAHRAMANMARAŞ SOSYAL GÜVENLİK İL MÜDÜRLÜĞÜ,Kamu,Kamu,Sgk il müdürlüğü,Sigorta şirketleri,Yok,Yok,37.567354,36.942556
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ REKTÖRLÜĞÜ,Eğitim,Kamu,Kahramanmaraş Sütçü İmam Üniversitesi,Üniversiteler,+90 344 219 10 00,http://www.ksu.edu.tr/,37.582031,36.846986
KAHRAMANMARAŞ TEKNOKENT YÖNETİCİ A.Ş.,Teknoloji ve İnovasyon,Özel,Kahramanmaraş Teknokent,Teknopark,+90 344 300 18 97,Yok,37.591888,36.825655
KAHRAMANMARAŞ TÜRKOĞLU DR. KEMAL BEYAZIT DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Türkoğlu Dr Kemal Beyazıt Devlet Hastanesi,Hastaneler,+90 344 502 30 13,https://turkogludh.saglik.gov.tr/,37.375731,36.83858
KAHRAMANMARAŞ VALİLİĞİ,Kamu,Kamu,Kahramanmaraş Valiliği,"Belediyeler, Devlet Daireleri, Devlet kurumları ve bakanlıklar",+90 344 223 76 10,http://kahramanmaras.gov.tr/,37.579758,36.930112
KAHTA KAYMAKAMLIĞI,Kamu,Kamu,Kahta Kaymakamlığı,Devlet kurumları ve bakanlıklar,+90 416 725 50 05,http://kahta.gov.tr/,37.782965,38.620329
KALE KAYMAKAMLIĞI,Kamu,Kamu,Kale Kaymakamlığı,"Belediyeler, Devlet Daireleri, Devlet kurumları ve bakanlıklar",+90 258 671 30 34,Yok,37.442176,28.843053
KALECİK KAYMAKAMLIĞI,Kamu,Kamu,Kalecik Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 312 857 10 12,http://www.kalecik.gov.tr/,40.099959,33.407982
KALİTE KOORDİNATÖRLÜĞÜ,Kamu,Kamu,Ç. Ü. Kalite Koordinatörlüğü,Eğitim Merkezleri,+90 322 338 60 84,http://kaliteguvencesi.cu.edu.tr/,37.057643,35.357184
KALYON GRUP,Hizmet,Özel,Kalyon Holding,Yönetim ofisi,+90 216 680 41 80,https://kalyonholding.com/,41.020114,29.020266
KALYON OTELCİLİK TURİZM PAZ. AŞ.,Turizm,Özel,,,,,0.0,
KAMAN BELEDİYE BAŞKANLIĞI,İdari,Kamu,Kaman Belediyesi,"Belediyeler, Devlet Daireleri",+90 386 712 25 10,Yok,39.358712,33.723388
KAMBETON A.Ş.,Şirketin faaliyet alanı,Özel,Kambeton,"Beton ve beton ürünleri üreticileri, İnşaat firmaları",+90 322 346 00 01,http://www.kambeton.com.tr/,36.981459,35.431479
KAMU DENETÇİLİĞİ KURUMU BAŞDENETÇİLİĞİ,Kamu Denetçiliği,Kamu,Türkiye Büyük Millet Mecli̇si̇ Kamu Denetçi̇li̇ği̇ Kurumu,"Devlet kurumları ve bakanlıklar, Devlet denetim organları",+90 312 465 22 00,http://ombudsman.gov.tr/,39.908676,32.854857
KAMU GÖREVLİLERİ ETİK KURULU,Kamu,Kamu,,,,,0.0,
"KAMU GÖZETİMİ, MUHASEBE VE DENETİM STANDARTLARI KURUMU BAŞKANLIĞI",Kamu,Kamu,Kamu Gözetimi Muhasebe ve Denetim Standartları Kurumu,"Devlet kurumları ve bakanlıklar, Belediyeler, Devlet Daireleri",+90 312 253 55 55,http://www.kgk.gov.tr/,39.910439,32.796021
KAMU İHALE KURUMU BAŞKANLIĞI,Kamu,Kamu,Kamu İhale Kurumu,Devlet kurumları ve bakanlıklar,+90 312 233 60 00,http://kik.gov.tr/Iletisim.aspx,39.861679,32.738426
KANDIRA BELEDİYE BAŞKANLIĞI,İdari,Kamu,Kandıra Belediyesi,"Belediyeler, Devlet Daireleri",+90 262 551 32 10,http://www.kandira.bel.tr/,41.069964,30.152737
KANDIRA KAYMAKAMLIĞI,İdari,Kamu,Kandıra Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 262 551 30 01,http://kandira.gov.tr/,41.069101,30.152202
KANGAL KAYMAKAMLIĞI,Kamu,Kamu,Kangal Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 346 457 10 01,http://www.kangal.gov.tr/,39.237263,37.393908
KANGAL MESLEK YÜKSEKOKULU MÜDÜRLÜĞÜ,Eğitim,Kamu,Kangal meslek yüksek okulu,Üniversiteler,+90 346 457 31 13,http://kangalmyo.cumhuriyet.edu.tr/,39.206348,37.109772
KANSUK İLAÇ SANAYİ VE TİCARET A.Ş.,İlaç,Özel,Kansuk İlaç Sanayi ve Ticaret A.Ş,Sağlık ürünleri firmaları,+90 212 592 15 76,Yok,41.187849,28.606603
KAPADOKYA ALAN BAŞKANLIĞI,Kamu,Özel,Kapadokya Alan Başkanlığı,"Belediyeler, Devlet Daireleri",+90 384 280 50 00,Yok,38.615819,34.719691
KAPAKLI BELEDİYE BAŞKANLIĞI,İdari,Kamu,Kapaklı Belediyesi,"Belediyeler, Devlet Daireleri",444 80 59,Yok,41.329578,27.973527
KARABAĞLAR BELEDİYE BAŞKANLIĞI,Kamu,Kamu,Karabağlar Belediyesi,"Belediyeler, Devlet Daireleri",+90 232 414 76 00,Yok,38.388547,27.133776
KARABAĞLAR KAYMAKAMLIĞI,İdari,Kamu,Karabağlar Kaymakamlığı,"Devlet kurumları ve bakanlıklar, Belediyeler, Devlet Daireleri",+90 232 231 22 33,http://www.karabaglar.gov.tr/,38.399217,27.127068
KARABURUN BELEDİYE BAŞKANLIĞI,Kamu,Kamu,Karaburun Belediyesi,"Belediyeler, Devlet Daireleri",+90 232 731 30 20,Yok,38.636388,26.511538
KARABURUN KAYMAKAMLIĞI,Kamu,Kamu,Karaburun Kaymakamlığı,Devlet kurumları ve bakanlıklar,+90 232 731 30 01,http://www.karaburun.gov.tr/,38.637804,26.512894
KARABÜK AĞIZ VE DİŞ SAĞLIĞI HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Karabük Ağız ve Diş Sağlığı Eğitim ve Araştırma Hastanesi,Hastaneler,+90 370 424 20 96,https://karabukadsh.saglik.gov.tr/,41.193994,32.612354
KARABÜK AİLE VE SOSYAL HİZMETLER İL MÜDÜRLÜĞÜ,Sosyal Hizmetler,Kamu,Aile Çalışma ve Sosyal Hizmetler İl Müdürlüğü,Belediye ve kamu hizmetleri merkezi,+90 370 415 61 51,Yok,41.200917,32.62633
"KARABÜK ÇEVRE, ŞEHİRCİLİK VE İKLİM DEĞİŞİKLİĞİ İL MÜDÜRLÜĞÜ",Kamu,İl Müdürlüğü,Karabük Çevre ve Şehircilik İl Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 370 424 51 69,https://karabuk.csb.gov.tr/iletisim,41.225765,32.661855
